,title,company_name,location,salary_avg,salary_min,salary_max
11335,Supply Chain Data Analyst,Evergy,"Kansas City, MO",,,
11336,Supply Chain Data Analyst,Evergy,"Kansas City, MO",,,
11337,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Jones, OK",96500.0,77000.0,116000.0
11338,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Midwest City, OK",96500.0,77000.0,116000.0
11339,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11340,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Warr Acres, OK",96500.0,77000.0,116000.0
11341,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Benton, KS",96500.0,77000.0,116000.0
11342,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Park City, KS",96500.0,77000.0,116000.0
11343,Data Analyst,Hive Solutions Group,"Overland Park, KS",,,
11344,Supply Chain Data Analyst,Evergy,"Kansas City, MO",,,
11345,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",21.01,,
11346,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11347,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Springdale, AR",96500.0,77000.0,116000.0
11348,Data Analyst II,Flexible,"Lenexa, KS",,,
11349,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",21.01,,
11350,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tulsa, OK",96500.0,77000.0,116000.0
11351,Data Analyst 1,UnitedHealth Group,"Overland Park, KS",,,
11352,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Topeka, KS",96500.0,77000.0,116000.0
11353,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Jones, OK",96500.0,77000.0,116000.0
11354,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Midwest City, OK",96500.0,77000.0,116000.0
11355,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Goddard, KS",96500.0,77000.0,116000.0
11356,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Haysville, KS",96500.0,77000.0,116000.0
11357,Fuel Market Analyst Intern (Summer 2023),Love's Truck Stops,"Oklahoma City, OK",,,
11358,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Yukon, OK",96500.0,77000.0,116000.0
11359,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Andover, KS",96500.0,77000.0,116000.0
11360,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Mustang, OK",96500.0,77000.0,116000.0
11361,Financial and Data Analyst - Regulatory Compliance,Evergy,"Topeka, KS",,,
11362,Data Analyst II,Flexible,"Lenexa, KS",,,
11363,Data Analyst III,Walmart,"Elkins, AR",,,
11364,Senior Data Analyst - Cox Communities,Cox Communications,"Haysville, KS",96500.0,77000.0,116000.0
11365,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Goddard, KS",96500.0,77000.0,116000.0
11366,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Kechi, KS",96500.0,77000.0,116000.0
11367,Senior Data Analyst - Cox Communities,Cox Communications,"Goddard, KS",96500.0,77000.0,116000.0
11368,Senior Data Analyst - Cox Communities,Cox Communications,"Midwest City, OK",96500.0,77000.0,116000.0
11369,Senior Data Analyst - Cox Communities,Cox Communications,"Goddard, KS",96500.0,77000.0,116000.0
11370,Senior Data Analyst - Cox Communities,Cox Communications,"Colwich, KS",96500.0,77000.0,116000.0
11371,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Arcadia, OK",96500.0,77000.0,116000.0
11372,Senior Data Analyst - Cox Communities,Cox Communications,"Edmond, OK",96500.0,77000.0,116000.0
11373,Senior Data Analyst - Cox Communities,Cox Communications,"McConnell AFB, KS",96500.0,77000.0,116000.0
11374,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Andover, KS",96500.0,77000.0,116000.0
11375,Senior Data Analyst - Cox Communities,Cox Communications,"Rose Hill, KS",96500.0,77000.0,116000.0
11376,Senior Data Analyst - Cox Communities,Cox Communications,"Andover, KS",96500.0,77000.0,116000.0
11377,Senior Data Analyst - Cox Communities,Cox Communications,"Benton, KS",96500.0,77000.0,116000.0
11378,Senior Data Analyst - Cox Communities,Cox Communications,"Wichita, KS",96500.0,77000.0,116000.0
11379,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11380,Senior Data Analyst - Cox Communities,Cox Communications,"Choctaw, OK",96500.0,77000.0,116000.0
11381,Senior Data Analyst - Cox Communities,Cox Communications,"The Village, OK",96500.0,77000.0,116000.0
11382,Senior Data Analyst - Cox Communities,Cox Communications,"Mustang, OK",96500.0,77000.0,116000.0
11383,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Warr Acres, OK",96500.0,77000.0,116000.0
11384,Senior Data Analyst - Cox Communities,Cox Communications,United States,96500.0,77000.0,116000.0
11385,Senior Data Analyst Business Optimization Intelligence,Cox Communications,United States,96500.0,77000.0,116000.0
11386,Data Analyst,CompuPlus International Inc,"Mission, KS",,,
11387,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Springdale, AR",96500.0,77000.0,116000.0
11388,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",21.01,,
11389,Data Analyst - Surface Equipment,Halliburton,"Duncan, OK",,,
11390,"(SENIOR) DATA ANALYST (M/F/D) Wien, Austria Commercial",Philip Morris International,United States,,,
11391,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Mulvane, KS",96500.0,77000.0,116000.0
11392,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Derby, KS",96500.0,77000.0,116000.0
11393,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Yukon, OK",96500.0,77000.0,116000.0
11394,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tuttle, OK",96500.0,77000.0,116000.0
11395,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Nicoma Park, OK",96500.0,77000.0,116000.0
11396,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Wichita, KS",96500.0,77000.0,116000.0
11397,Data Analyst,PROPAK Corporation,"Fort Smith, AR",,,
11398,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Springdale, AR",96500.0,77000.0,116000.0
11399,Senior Data Analyst - Transportation Optimization,Walmart,"Bentonville, AR",,,
11400,Data Analyst 1,UnitedHealth Group,"Overland Park, KS",,,
11401,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tulsa, OK",96500.0,77000.0,116000.0
11402,Data Manufacturing Analyst,Colgate-Palmolive,"Topeka, KS",,,
11403,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11404,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Yukon, OK",96500.0,77000.0,116000.0
11405,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Nicoma Park, OK",96500.0,77000.0,116000.0
11406,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Mustang, OK",96500.0,77000.0,116000.0
11407,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Park City, KS",96500.0,77000.0,116000.0
11408,Fuel Market Analyst Intern (Summer 2023),Love's Truck Stops,"Oklahoma City, OK",,,
11409,Financial and Data Analyst - Regulatory Compliance,Evergy,"Topeka, KS",,,
11410,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",21.01,,
11411,2023 Internship - Aftermarket Data Analyst,Textron,"Wichita, KS",,,
11412,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11413,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11414,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Oklahoma City, OK",96500.0,77000.0,116000.0
11415,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Edmond, OK",96500.0,77000.0,116000.0
11416,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Arcadia, OK",96500.0,77000.0,116000.0
11417,Fuel Market Analyst Intern (Summer 2023),Love's Truck Stops,"Oklahoma City, OK",,,
11418,"Sr Analyst, Data Engineer",Estee Lauder Companies,Oklahoma,,,
11419,Senior Data Analyst,Walmart,"Elkins, AR",,,
11420,"Manager II, Business Intelligence and Reporting - Pricing",Walmart,"Gravette, AR",,,
11421,Senior Data Analyst,Walmart,"Elkins, AR",,,
11422,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Springdale, AR",,,
11423,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Noel, MO",,,
11424,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Cassville, MO",,,
11425,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Cassville, MO",,,
11426,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Anderson, MO",,,
11427,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Rogers, AR",,,
11428,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Elkins, AR",,,
11429,(USA) Senior Data Engineer,Walmart,"Greenland, AR",,,
11430,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Goshen, AR",,,
11431,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Lowell, AR",,,
11432,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Anderson, MO",,,
11433,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Cassville, MO",,,
11434,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Centerton, AR",,,
11435,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Gravette, AR",,,
11436,Data Analyst - Surface Equipment,Halliburton,"Duncan, OK",,,
11437,Business Sales Data Analyst,Wilbert Funeral Services,"Overland Park, KS",100000.0,90000.0,110000.0
11438,Business Sales Data Analyst,Wilbert Funeral Services,"Overland Park, KS",100000.0,90000.0,110000.0
11439,"(SENIOR) DATA ANALYST (M/F/D) Wien, Austria Commercial",Philip Morris International,United States,,,
11440,"(SENIOR) DATA ANALYST (M/F/D) Wien, Austria Commercial",Philip Morris International,United States,,,
11441,"(SENIOR) DATA ANALYST (M/F/D) Wien, Austria Commercial",Philip Morris International,United States,,,
11442,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tulsa, OK",96500.0,77000.0,116000.0
11443,Data Analyst,RiskSolutions,"Oklahoma City, OK",,,
11444,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Cave Springs, AR",,,
11445,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Jones, OK",96500.0,77000.0,116000.0
11446,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Gravette, AR",,,
11447,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11448,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Edmond, OK",96500.0,77000.0,116000.0
11449,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Haysville, KS",96500.0,77000.0,116000.0
11450,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Bentley, KS",96500.0,77000.0,116000.0
11451,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Benton, KS",96500.0,77000.0,116000.0
11452,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Nicoma Park, OK",96500.0,77000.0,116000.0
11453,2023 CAI Summer Intern - Mobility Business Analyst Intern,Cox Automotive,"Midwest City, OK",,,
11454,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Moore, OK",96500.0,77000.0,116000.0
11455,2023 CAI Summer Intern - Mobility Business Analyst Intern,Cox Automotive,"Edmond, OK",,,
11456,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Park City, KS",96500.0,77000.0,116000.0
11457,2023 CAI Summer Intern - Mobility Business Analyst Intern,Cox Automotive,"Del City, OK",,,
11458,Data Analyst,"AdamsBrown, LLC","Wichita, KS",,,
11459,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",21.01,,
11460,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Cave Springs, AR",,,
11461,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Topeka, KS",96500.0,77000.0,116000.0
11462,2023 Internship - Aftermarket Data Analyst,Textron,"Wichita, KS",,,
11463,Data Manufacturing Analyst,Colgate-Palmolive,"Topeka, KS",,,
11464,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11465,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Andover, KS",96500.0,77000.0,116000.0
11466,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Wichita, KS",96500.0,77000.0,116000.0
11467,"Director, Data Analytics, Global Transaction Monitoring",Walmart,"Elm Springs, AR",,,
11468,Data and BI Analyst,A Place For Mom,"Overland Park, KS",,,
11469,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Topeka, KS",96500.0,77000.0,116000.0
11470,Data Analyst - Surface Equipment,Halliburton,"Duncan, OK",,,
11471,Data Analyst 1,UnitedHealth Group,"Overland Park, KS",,,
11472,Data Analyst,Logic20/20 Inc.,"Overland Park, KS",,,
11473,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Jones, OK",96500.0,77000.0,116000.0
11474,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tulsa, OK",96500.0,77000.0,116000.0
11475,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Mulvane, KS",96500.0,77000.0,116000.0
11476,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Midwest City, OK",96500.0,77000.0,116000.0
11477,"Analyst II, Business Analysis and Insights",Walmart,"Fayetteville, AR",,,
11478,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Edmond, OK",96500.0,77000.0,116000.0
11479,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Derby, KS",96500.0,77000.0,116000.0
11480,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Yukon, OK",96500.0,77000.0,116000.0
11481,Engineering Analyst,AGCO,"Beloit, KS",,,
11482,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Pea Ridge, AR",,,
11483,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Warr Acres, OK",96500.0,77000.0,116000.0
11484,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Cave Springs, AR",,,
11485,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Benton, KS",96500.0,77000.0,116000.0
11486,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Mustang, OK",96500.0,77000.0,116000.0
11487,"Senior Data Analyst, Business Optimization",Cox Communications,"Springdale, AR",96500.0,77000.0,116000.0
11488,"Senior Data Analyst, Business Optimization",Cox Communications,"Oklahoma City, OK",96500.0,77000.0,116000.0
11489,"Senior Data Analyst, Business Optimization",Cox Communications,"Haysville, KS",96500.0,77000.0,116000.0
11490,"Senior Data Analyst, Business Optimization",Cox Communications,"Bentley, KS",96500.0,77000.0,116000.0
11491,"Senior Data Analyst, Business Optimization",Cox Communications,"Colwich, KS",96500.0,77000.0,116000.0
11492,"Senior Data Analyst, Business Optimization",Cox Communications,"Derby, KS",96500.0,77000.0,116000.0
11493,Senior Data Analyst - Transportation Optimization,Walmart,"Fayetteville, AR",,,
11494,Data Analyst 1,UnitedHealth Group,"Overland Park, KS",,,
11495,"Senior Data Analyst, Business Optimization",Cox Communications,"Goddard, KS",96500.0,77000.0,116000.0
11496,Senior Data Analyst - Transportation Optimization,Walmart,"Bella Vista, AR",,,
11497,Data Analyst II,Flexible,"Lenexa, KS",,,
11498,"Senior Data Analyst, Business Optimization",Cox Communications,"Maize, KS",96500.0,77000.0,116000.0
11499,Senior Data Analyst - Transportation Optimization,Walmart,"Tontitown, AR",,,
11500,"Senior Data Analyst, Business Optimization",Cox Communications,"Kechi, KS",96500.0,77000.0,116000.0
11501,"Senior Data Analyst, Business Optimization",Cox Communications,"Yukon, OK",96500.0,77000.0,116000.0
11502,"Senior Data Analyst, Business Optimization",Cox Communications,"Spencer, OK",96500.0,77000.0,116000.0
11503,"Senior Data Analyst, Business Optimization",Cox Communications,"Mulvane, KS",96500.0,77000.0,116000.0
11504,"Senior Data Analyst, Business Optimization",Cox Communications,"Bel Aire, KS",96500.0,77000.0,116000.0
11505,"Senior Data Analyst, Business Optimization",Cox Communications,"Clearwater, KS",96500.0,77000.0,116000.0
11506,"Senior Data Analyst, Business Optimization",Cox Communications,"Andover, KS",96500.0,77000.0,116000.0
11507,"Senior Data Analyst, Business Optimization",Cox Communications,"Rose Hill, KS",96500.0,77000.0,116000.0
11508,"Senior Data Analyst, Business Optimization",Cox Communications,"Benton, KS",96500.0,77000.0,116000.0
11509,"Senior Data Analyst, Business Optimization",Cox Communications,"Benton, KS",96500.0,77000.0,116000.0
